oid,name,name_en,type,country,address_manual,home,district,subdistrict,town,street,addressline,metro,metro_line,metro_distance,metro_shirota,metro_dolgota,phone,www,email,description,description_en,obj_history,obj_history_en,work_time,for_disabled,coord_shirota,coord_dolgota,ogrn,inn
4308,"Государственный музей-заповедник ""Павловск""","The State Museum ""Pavlovsk""",гос. городское учреждение,Россия,"196621, Санкт-Петербург, г. Павловск, Садовая ул., 20",20,Пушкинский район,,Санкт-Петербург,Садовая улица,"Санкт-Петербург, Павловск, Садовая улица, 20",,,1.0,,,+7 (812) 452-15-36,www.pavlovskmuseum.ru,palace@pavlovskmuseum.ru,Дворцово-парковый ансамбль конца XVIII - начала XIX  в. и летняя резиденция императора Павла I.,The palace-and-park ensemble of late XVIII - early XIX century and the summer residence of the Emperor Pavel I.,,,"Парк: 06.00-21.00. Музей: 10.00-18.00. Выходные: пятница, первый понедельник месяца",0,59.68514,30.454101,1027809016234,7822002853
4309,"Государственный музей-заповедник ""Петергоф"", филиал ""Ораниенбаум""","State Museum Complex ""Peterhof"". ""Oranienbaum"" Complex",гос. федеральное учреждение,Россия,"189510, г. Ломоносов, Дворцовый пр., 48",48,Петродворцовый район,,Санкт-Петербург,Дворцовый проспект,"Санкт-Петербург, Ломоносов, Дворцовый проспект, 48",,,1.0,,,+7 (812) 422-80-16,www.peterhofmuseum.ru,samson@peterhofmuseum.ru,"Старейший дворцово-парковый ансамбль 18-начала 20 в., сохранившийся в годы Великой Отечественной войны в своей исторической достоверности","The oldest palace-and-park ensemble of the 18th-early 20th century, which survived World War II in its historic condition",,,"Парк - 9.00-19.00
Большой Меншиковский дворец - 10.30-18.00. Выходные: вторник, последняя среда месяца.
Дворец Петра III - суббота, воскресенье - 10.30-17.00. 
Павильон ""Каменное зало"" - суббота, воскресенье - 10.30-17.00.",0,59.915643,29.760368,1027808916442,7813045498
4310,"Государственный музей-заповедник ""Петергоф""","State Museum Complex ""Peterhof""",гос. федеральное учреждение,Россия,"198516, Санкт-Петербург, г. Петергоф, Разводная ул., 2",2,Петродворцовый район,,Санкт-Петербург,Разводная улица,"Санкт-Петербург, Петергоф, Разводная улица, 2",,,1.0,,,+7(812)450-74-25; +7(812)450-65-13; +7(812)450-52-87;,www.peterhofmuseum.ru,samson@peterhofmuseum.ru,"Летняя резиденция русских царей 18-19 вв., великолепный дворцово-парковый ансамбль","Russian tsars' summer residence of 18th-19th centuries, the brilliant palace-and-park ensemble",,,"Зимнее расписание:
Большой дворец - 10.30-18.00. Выходные: понедельник, последний вторник месяца.
Нижний парк - 9.00-19.00",0,59.883864,29.905688,1027808916442,7813045498
4311,"Государственный художественно-архитектурный дворцово-парковый музей-заповедник ""Царское Село""",Tsarskoye Selo State Museum-Preserve,гос. федеральное учреждение,Россия,"196601, Санкт-Петербург, г. Пушкин, Садовая ул., 7",7,Пушкинский район,,Санкт-Петербург,Садовая улица,"Санкт-Петербург, Пушкин, Садовая улица, 7",,,1.0,,,+7(812)4666669; +7(812)4652024; +7(812)4652281;,www.tzar.ru,museum@tzar.ru,"Царскосельский дворцово-парковый ансамбль — блестящий памятник мировой архитектуры и садово-паркового искусства XVIII — начала XX века. Целое созвездие выдающихся зодчих, скульпторов, живописцев воплощало здесь замыслы венценосных заказчиков. В Царском Селе сосредоточены лучшие образцы архитектуры барокко и классицизма;",The heart of the palace-and-park ensemble is the Catherine Palace that is known for the world-famous Amber Room.,,,"Екатерининский дворец - с 10:00 до 18:00; кассы и вход посетителей до 17:00
По понедельникам: с 10:00 до 21:00; кассы и вход посетителей до 20:00.
Выходные дни: вторник  и последний понедельник месяца.

Екатерининский парк
Вход в парк открыт с 7:00 до 21:00. 

Александровский дворец: 10:00 – 18:00; кассы и вход посетителей до 17:00
Выходные дни: вторник и последняя среда каждого месяца.",0,59.716052,30.395612,1027809016234,7822002853
10334,Детский музей открытки,Children's Museum of Postcards,Частный,Российская Федерация,"Санкт-Петербург, Пионерская ул., 2",2,Петроградский район,муниципальный округ Введенский,Санкт-Петербург,Пионерская улица,"Санкт-Петербург, Пионерская улица, 2",Спортивная,Фрунзенско-Приморская линия,634.0,59.951871,30.290679,+7(904)5113599; +7(921)4054489;,www.artgarden.spb.ru,4054489@mail.ru,"Детский Музей Открытки — единственный не только в России музей открыток. Коллекция музея началась с 17 000 открыток, подаренных Российской Национальной Библиотекой (дар Е.К. Ромадановской). Сейчас в коллекции 500 000 открыток. В нее вошли коллекции Л.В. Дьяконова и В.П. Третьякова. В музее хранится архив Ленинградского клуба филокартистов (1958-1998). Принцип формирования коллекции – генеральная коллекция (открытки всех видов и всех стран). Музей проводит выставки и оказывает помощь в подборе открыток по любым темам.",Children's Museum of Postcards is only one museum in Russia dedicated to postcards. A museum collection takes roots from 17 000 postcards that had been donated by the Russian National Library (Romadanovskaya E.K.). Nowadays it includes 500 000 postcards and D'yakonov L.V. and Tret'yakov V.P. collections as well. Postcards of former Leningrad Club of Deltiologists (1958-1998) are retained there.  The main principe of the collection is general collection (postcards of all types from all over the world). The museum organizes exhibitions and provides support in selection of postcards on any themes.,,,"вторник – суббота с 12-00 до 19-00, воскресенье с 12-00 до 17-00, понедельник – выходной.",0,59.955061,30.296222,0,
12749,Музей Фаберже,Faberge Museum,Частное учреждение,Российская Федерация,"191011, Санкт-Петербург, наб. реки Фонтанки, 21",,,,,,"Санкт-Петербург, набережная реки Фонтанки, 21",,,1.0,,,+7 (812) 333 26 55,http://fabergemuseum.ru/,,"Музей Фаберже в Санкт-Петербурге создан для сохранения, изучения и популяризации культурного наследия России, а также для развития музейной инфраструктуры города. Основу собрания музея составляет крупнейшая в мире коллекция произведений фирмы Карла Фаберже, включающая в себя девять знаменитых императорских пасхальных яиц. Они обладают огромной ценностью не только как предметы высочайшего ювелирного мастерства, но и как уникальные исторические артефакты. Также в собрании музея – коллекции произведений декоративно-прикладного искусства, созданных русскими мастерами во второй половине XIX – начале XX веков. Музей располагается в Шуваловском дворце на набережной реки Фонтанки – одном из красивейших дворцов Санкт-Петербурга.","Fabergé Museum in St. Petersburg was founded to preserve, study, and promote Russia's cultural heritage as well as to develop the city's extensive network of museums. The museum's collection contains the world's largest collection of works by Carl Fabergé, including nine of the famous Imperial Easter Eggs, regarded not only as the finest jeweled works of art, but also as unique historical artifacts. The museum's collection also includes decorative and applied works made by the Russian masters of the late 19th  and early 20th centuries. The museum is located in the Shuvalov Palace on the Fontanka River - one of the most beautiful palaces in St. Petersburg.",,,Каждый день кроме пятницы с 10:00 до 20:00,0,59.934867,30.342997,1137800010270,7841291600
12750,Музей логистики,Logistics Museum,Общество с ограниченной ответственностью,Российская Федерация,"Санкт-Петербург, 199106,
В.О., Кожевенная линия, д. 30",,,,,,"Санкт-Петербург, Косая линия, 15А",,,1.0,,,(812) 944-90-09,http://www.logistics-museum.ru/,info@logistics-museum.ru,"Музей логистики — первый в России специализированный музей, экспозиция которого охватывает всю цепочку товародвижения от производителя до потребителя. В нашем музее можно познакомиться с различными сферами практической логистики: производством, хранением, обработкой и транспортировкой грузов. Посетив Музей логистики, наши гости узнают о текущем состоянии, тенденциях и перспективах развития современной логистики.","Logistics Museum — the first of its kind museum in Russia, covering the entire distribution chain from production to the end consumer. The museum gives you the opportunity to become familiar with various practical logistics spheres: production, storage, processing and cargo transport. By visiting the Logistics Museum, our visitors become acquainted with the present state of modern day logistic as well as its trends and prospects for future development.",,,"по выходным – с 12:00 до 17:00 
по будням – только для организованных групп по предварительной записи",1,59.925263,30.25436,1137847055730,7814562509
12751,Музей варежки,The Museum of Mitten,Общество с ограниченной ответственностью,Российская Федерация,"Санкт-Петербург, Набережная реки Мойки, дом 87
(вход в первую арку от Исаакиевской площади)",,,,,,"Санкт-Петербург, набережная реки Мойки, 87",,,1.0,,,(812)966-01-66,www.музей-варежки.рф,,"Детский «Музей варежки» в Санкт-Петербурге – это дом, где живет талантливая, озорная и очень добрая девочка Варя Варежкина – неутомимая придумщица и фантазерка, не устающая радовать своих друзей интересными задумками, проектами и мастер-классами.","The name of museum is associated with the mitten a symbol of warmth, unity and help. The main idea of our museum is unity. In mitten almost all fingers keep together – this is the main meaning of our symbol. We try to organize a place where people, who are interested in charity and want to help children, could find associates and make kind and good things together.",,,"11.00-19.00, ежедневно",0,59.932369,30.310388,1137847061197,7810410872
12752,Музей подводная лодка С-189,C-189 Submarine Museum,Региональное общественное учреждение культуры,Российская Федерация,"Санкт-Петербург, Набережная Лейтенанта Шмидта, плавучий причал Ленинградской Военно-Морской базы (Напротив дома 31, угол 16-ой линии).",,,,,,"Санкт-Петербург, набережная Лейтенанта Шмидта",,,1.0,,,+7 (904) 613 7099,http://museum-s-189.ru/,c-189@mail.ru,"""С-189"" – последняя (на территории РФ) из 215 советских средних дизель-электрических торпедных подводных лодок проекта 613 – самого массового типа лодок, построенных после Великой Отечественной войны.",,,,"С 11:00 до 19:00 (Вход посетителей до 18:00) ПН, ВТ - музей закрыт",0,59.933726,30.277034,1097800002772,7813204162
12753,Музей повседневной культуры Ленинграда 1945-1965 гг,,Частное учреждение,Российская Федерация,"Санкт-Петербург Васильевский остров 4-я линия, 19-11",,,,,,"Санкт-Петербург, 4-я линия Васильевского острова, 19",,,1.0,,,"+7-911-747-23-01
+7-911-747-24-02",http://1945-1965.com/,1945-1965@mail.ru,"Посетив наш музей, Вы окажетесь в атмосфере послевоенного Ленинграда, почувствуете пульс его жизни, прикоснетесь к вещам, наполнявшими жизнь ленинградцев.",,,,"Пт 11-19
Вс 11-19
По предварительной записи - в любое удобное время.",0,59.942417,30.283223,1147800003340,7801351846
12754,Музей Кофе,Coffee Museum,Общество с ограниченной ответственностью,Российская Федерация,"Санкт-Петербург, Воскресенская наб., д. 14",,,,,,"Санкт-Петербург, Воскресенская набережная, 12",,,1.0,,,+7(812) 275-8739;,http://mcof.ru/,ilove@mcof.ru,"Музей Кофе - один из самых необычных и интересных музеев Санкт-Петербурга - создан для любителей и ценителей настоящего кофе. Каждый пришедший узнает много интересного об истории напитка, а также о регионах произрастания и производства кофе, вариантах его обжарки, популярных рецептах и способах приготовления.",,,,"Ежедневно с 11 до 19:30
Экскурсии для индивидуальных посетителей каждые 30 мин",0,59.949465,30.364584,1147847095846,7842495036
12755,ЛабиринтУм интерактивный научный музей,LabirintUm,Общество с ограниченной ответственностью,Российская Федерация,"Санкт-Петербург, ул. Льва Толстого 9А",,,,,,"Санкт-Петербург, улица Льва Толстого, 9",,,1.0,,,+7 (812) 328-00-08,http://www.labirint-um.ru/,info@labirint-um.ru,"Интерактивный музей занимательной науки. Здесь представлены экспонаты, при помощи которых дети могут играючи познавать законы физики. Каждая зона ""ЛабиринтУма"" включает экспонаты, иллюстрирующие действие законов тех или иных областей физики.",,,,"ЛабиринтУм в МФЦ ""Толстой Сквер"" работает ежедневно с 11:00 до 19:00. Касса работает до 18:00.",0,59.965124,30.31567,1107847354823,7813484537
12756,Санкт-Петербургский музей кошки,Cat Museum,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ КУЛЬТУРНО-ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ,Российская Федерация,"г. Всеволожск, Колтушское шоссе, дом 214",214,,,Всеволожский район,Колтушское шоссе,"Ленинградская область, Всеволожск, Колтушское шоссе, 214",,,1.0,,,947-38-74,http://www.catmuseum.ru/,,"Учреждение музейного типа с постоянно действующей экспозицией, посвященной разным аспектам взаимодействия Человека и Кошки: история, биология, культурология.",,,,"Ежедневно с 11:00 до 17:00 (по предварительной записи)

Начало экскурсий (каникулы и выходные) в 11.00, 12.00, 13.00, 14.00, 15.00, 16.00.

Организованные группы только по предварительной записи по телефону Музея.",0,60.009966,30.66516,1154700000080,4703039834
12757,Копорская крепость,,МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ,Российская Федерация,"Ломоносовский р-н, Копорье",,,,Ломоносовский район,,"Ленинградская область, Ломоносовский район, Копорское сельское поселение, село Копорье",,,1.0,,,89214209935,http://coporio.ru/,weteran@rambler.ru,"Памятник русского средневекового оборонительного зодчества — находится на юго-западе Ленинградской области, на краю Ижорской возвышенности, в селе Копорье.",,,,"Зимний период (1 ноября-30 апреля) — вторник-воскресенье с 10:00 до 17:00 ; понедельник-выходной .
Летний период (с 01 мая по 31 октября)- ежедневно с 10 до 18-00.
Во время Богослужений в Преображенском храме по воскресеньям- вход бесплатный.
Экскурсионное обслуживание посетителей музея «Копорская крепость» осуществляется ежедневно с 10 до 17ч.
Телефон для справок: 8(921)420-99-35",0,59.704234,29.048723,1044702183998,4720020520
12758,ГОСУДАРСТВЕННЫЙ МУЗЕЙНО-ВЫСТАВОЧНЫЙ ЦЕНТР РОСФОТО,State Russian Museum and Exhibition Centre ROSPHOTO,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ,Российская Федерация,"190000, Санкт-Петербург, Морская Б. ул 35 ЛИТЕР М",,,,,,"Санкт-Петербург, Большая Морская улица, 35",,,1.0,,,+7 (812) 314-12-14,http://rosphoto.org/,office@rosphoto.org,"РОСФОТО осуществляет деятельность по всем направлениям актуальной проблематики, связанной с фотографией и изображением: выставочные, научно-исследовательские и образовательные программы в области визуальной культуры.","ROSPHOTO acts within the problems of photography and images providin exhibition, research and educational programs on the sphere of visual art.",,,"понедельник - воскресенье с 10:00 до 18:00, вторник, четверг с 12:00 до 21:00",0,59.933307,30.310433,1027806860740,7813173210
12760,Гранд Макет Россия,Grand Maket Rossiya,Частный музей,Российская Федерация,"196084, Санкт-Петербург, Цветочная ул., 16",,,,,,"Санкт-Петербург, Цветочная улица, 16",,,1.0,,,+7(812) 495-54-65;,www.grandmaket.ru,info@grandmaket.ru,"На макетном поле площадью почти 800 м² объединены собирательные образы городов и регионов России. Динамику и насыщенность макету придают сотни движущихся составов и автомобилей, световые и звуковые эффекты, тысячи миниатюрных фигурок, составляющих жанровые сценки. А удивительный эффект смены дня и ночи не оставляет равнодушным ни одного посетителя.","On the layout area of 800 square meters you will see the generalized images of cities and regions of Russia. Hundreds of moving trains and cars, sound and light effects add dynamics to the exposition and thousands of tiny figures make the genre scenes. Add the astonishing effect of day and night changing doesn`t leave a single visitors indifferent.",,,Музей работает ежедневно с 10:00 до 20:00. Кассы работают до 19:15.,0,59.887458,30.33113,1089848056770,7810537935
12761,"Интерактивный музей-театр ""Сказкин Дом"" на Горьковской","Interactive museum-theater ""Skazkin Dom"" at Gorkovskaya",Частный музей,Российская Федерация,"197198, Санкт-Петербург, Александровский парк, 1а",,,,,,"Санкт-Петербург, Александровский парк, 1А",,,1.0,,,+7(812) 612-75-26;,http://www.skazkindom.ru/,info@skazkindom.ru,"Музей «Сказкин Дом» уникален прежде всего тематикой своих экспонатов: гости оказываются внутри волшебного города, среди героев популярных русских и зарубежных сказок. В отличие от традиционных музейных экспозиций, современный интерактивный формат музея «Сказкин Дом» позволяет детям и взрослым побывать «в гостях» у сказочных персонажей.","Museum ""Skazkin House"" is unique primarily   for its theme exhibits, guests find themselves within a magical city, among the heroes of popular Russian and foreign fairy tales. Unlike from  traditional museum exhibitions, modern interactive format of the Museum ""Skazin House"" allows children and adults to go ""away"" from the fairy-tale characters",,,Ежедневно с 10:30 до 19:00,0,59.953615,30.309212,1097847159299,7813445577
12762,"Интерактивный музей-театр ""Сказкин Дом"" на Пионерской","Interactive museum-theater ""Skazkin Dom"" at Pionerskaya",Частный музей,Российская Федерация,"197341, Санкт-Петербург, Коломяжский пр., 17а",,,,,,"Санкт-Петербург, Коломяжский проспект, 17к1",,,1.0,,,+7(812) 622-08-68,http://www.skazkindom.ru/pionerskaya,info@skazkindom.ru,"Музей «Сказкин Дом» уникален прежде всего тематикой своих экспонатов: гости оказываются внутри волшебного города, среди героев популярных русских и зарубежных сказок. В отличие от традиционных музейных экспозиций, современный интерактивный формат музея «Сказкин Дом» позволяет детям и взрослым побывать «в гостях» у сказочных персонажей.",,,,Ежедневно с 10:00 до 22:00,0,60.005437,30.299034,1097847159299,7813445577
12763,Музей советских игровых автоматов,Museum of Soviet Arcade Machines,Частный музей,Российская Федерация,"191186, Санкт-Петербург, Конюшенная пл., 2, литера В",,,,,,"Санкт-Петербург, Конюшенная площадь, 2В",,,1.0,,,+7(812) 740-02-40;,http://www.15kop.ru/,0rub@15kop.ru,"Музей возвращает посетителей в счастливое детство. Время, в котором было столько интересного: любимые герои мультиков и персонажи журнала «Мурзилка», олимпийский мишка и мороженое «Лакомка».","Museum brings back visitors to a happy childhood. The time when there were so many interesting things: favorite cartoon heroes and characters of the magazine ""Murzilka"" Olympic Bear and ice cream ""Lakomka"".",,,Ежедневно с 11:00 до 20:00,0,59.940154,30.326073,,
12764,Музей иллюзий,Museum of Illusions,Частный музей,Российская Федерация,"191186, Санкт-Петербург, ул. Большая Морская, д. 5",,,,,,"Санкт-Петербург, Большая Морская улица, 3-5",,,1.0,,,+7(812) 938-55-06;,http://bestmuseum.ru/,info@big-funny.com,"Прогуляться по крышам Питера, спастись от зомби или стать жертвой Франкенштейна - каждый, вошедший в двери этого МУЗЕЯ ИЛЛЮЗИЙ, станет полноправным участником картин, созданных лучшими художниками и бутафорами. Целых 3 этажа фона для ярких, интересных и необычных фотографий – это   один из самых больших музеев иллюзии в Европе.","Walk on the roofs of Peterburg, to escape from the zombies, or become a victim of Frankenstein - everyone who entered the doors of the museum of illusion becomes a full member of paintings created by the best artists and props.  There are 3 floors of  bright, interesting and unusual photos -  it is one of  the biggest museum of illusions  in Europe.",,,Ежедневно с 11:00 до 00:00,0,59.937296,30.317305,,
12765,"Исторический театр-макет ""Петровская акватория""",Historical Theatre-Maket Petrovskaya Akvatoriya,Частный музей,Российская Федерация,"191186, Санкт-Петербург, ул. Малая Морская, 4/1, ТРК «Адмирал»",,,,,,"Санкт-Петербург, Малая Морская улица, 4/1",,,1.0,,,+7(812) 933-41-52;,http://www.peteraqua.ru/,info@peteraqua.ru,"Исторический театр-макет «Петровская Акватория» - это уникальная экспозиция, посвященная истории возникновения Северной столицы и зарождения российского флота. 
""Петровская Акватория"" - большой макет Петербурга 18 века, представляющий собой реконструкцию наиболее значимых достопримечательностей Петербурга и пригородов, связанных с морской историей города в масштабе 1:87. Центральную часть экспозиции занимает заполненная водой чаша, изображающая акваторию города, а по периметру расположены макеты архитектурных ансамблей Петербурга, обращенных к водному пространству. Все объекты, в том числе утраченные, воссозданы так, как они выглядели в середине восемнадцатого века.","«Petrovskaya Akvatoria » - it’s a large scale model of St. Petersburg of 18th century.
It shows the reconstruction of the most significant sights of Saint-Petersburg and its suburbs, related to the Maritime history of the city in the scale of 1:87.
There is a water filled space, in the center of the exhibit , which imitates the water area of the city and on the periphery – models of architectural ensembles, facing the water.
All objects, including the lost, are recreated in the way they looked in the middle of the 18th century. Reconstruction of the architectural ensembles and landscape is not the main point of the exhibit.
It is only the decoration, in which unfolds a picture of life in the city in the time of the great Russian emperors from Peter I till Catherine the Great.
The originality of the exhibition is given by moving objects (figures of people, carriages, ships), light, sound and visual effects, which reliably reproduce the day and night cycle and also the change of the weather.
Different scenarios of the theatricalized actions are switched on both according the timetable and by pressing special buttons.
The own developments and know-how were used to implement the scenarios. Spit (Strelka) of Vasilyevsky Island without Rostral Columns, Menshikov’s homestead instead SpbGU (St. Petersburg State University), the first port of St. Petersburg, Masquerade in Peterhof, no longer existing fortress in Oranienbaum - all this was hard to imagine, but now you can see it with your own eyes!
Here are recreated ancient estates, parks, palaces. Some of them we will never see again...",,,"Музей работает с 10:00 до 22:00. Касса закрывается в 21:20. 
В часы работы музея (с 10:00 до 22:00) возможно как самостоятельное посещение, так и посещение с экскурсиями (экскурсии каждый час).",0,59.936034,30.314637,1137847181405,7806501950
12766,"Музей живых бабочек ""Тропический рай""",Museum of live butterflies,Частный музей,Российская Федерация,"191023, Санкт-Петербург, ул. Бухарестская, д. 30/32",,,,,,"Санкт-Петербург, Бухарестская улица, 30/32",,,1.0,,,+7 (812) 923-24-70;,http://www.i-butterfly.ru/,i.butterfly.museum@gmail.com,"Уникальность музея состоит в том, что под одной крышей собраны виды тропических бабочек с разных континентов, которые в естественной среде никогда бы не встретились. А посетители могут их видеть одновременно. Есть инсектарий, в котором можно увидеть живые куколки тропических бабочек , а также рождение бабочки.","The uniqueness of this museum lies in the fact that under one roof there are species of tropical butterflies from different continents, which in the wild would you have  never  met. And visitors can see them at the same time. There is  insectarium, where you can see live chrysalis of tropical butterflies, as well as the birth of a butterfly",,,Ежедневно с 10:00 до 22:00 Запись обязательна,0,59.883151,30.370001,1127847101920,7840466047
12768,Музей уличного искусства,Street Art Museum,Частное учреждение,Российская Федерация,"195248, Санкт-Петербург, шоссе Революции, д.84, вход с Индустриального проспекта",,,,,,"Санкт-Петербург, шоссе Революции, 84",,,1.0,,,(812) 448-15-93 доб. 415,http://streetartmuseum.ru/,info@streetartmuseum.ru,"Музей уличного искусства находится на действующем производстве на востоке Петербурга. Принципы объединения индустриальной постсоветсткой эстетики, обнаженного нерва реальной жизни и молодого уличного искусства в общественном пространстве можно назвать основными тезисами проекта. Расположенный на работающем заводе далеко за пределами исторического центра и основных артерий культурной жизни города, музей уже второй сезон становится точкой притяжения для активной аудитории.","The museum of street art is on the manufacture in the east of St. Petersburg. It is possible to call the principles of association of an industrial post Soviet period esthetics, a naked nerve of real life and young street art in public space the main theses of the project. Located at the working plant it is far outside historic center and the main arteries of cultural life of the city, the museum already the second season becomes an attraction point for active audience.",,,"Сб, вс с 12:00 до 22:00",0,59.961287,30.452726,,7806290354
13973,Музей истории купечества Санкт-Петербурга и России,Museum of the history of merchants,,Российская Федерация,"191186, г. Санкт-Петербург, Невский пр., 35 (Большой гостиный двор)",,,,,,"Санкт-Петербург, Невский проспект, 35",,,1.0,,,+7 (812) 630-00-44,,,,,,,Ежедневно 11:00-17:00,0,59.934172,30.332631,,
15194,Музей Специй,Museum of flavouring spices,,Российская Федерация,"Санкт-Петербург, В.О., Большой проспект, дом 6",,,,,,,,,1.0,,,+7 (812) 986-50-90,http://spicemuseum.com/,welcome@spicemuseum.com,"Добро пожаловать
Музей специй - это необычный музей, который распахнул свои двери для посетителей в июне 2015 года. Наш музей является единственным в России и лишь третьим в мире.
Миссия музея - поделиться знаниями о невероятно богатом мире специй во всем их многообразии, показать, как этот мир повлиял на человечество, способствовать развитию гастрономической культуры.
Экспозиция музея расскажет вам о том, что представляют собой пряные растения, как и где они произрастают, как их собирают и обрабатывают для получения ароматных специй, которые сопровождают нас ежедневно в течение всей жизни. Вы узнаете, как торговля специями поменяла мировой порядок, перекроила карту мира, принесла несметные богатства одним нациям и сокрушительные несчастья другим.
Во время экскурсии вы заново откроете для себя привычные специи и познакомитесь с совершенно экзотическими видами. Все экспонаты можно трогать, нюхать и даже пробовать. Экскурсовод поделится с вами практическими рекомендациями о том, как и для чего использовать те или иные специи в кулинарии и медицине.  
После экскурсии Вы сможете насладиться чашечкой кофе или чая по нашим специальным рецептам в кофейне, сделать покупки в лавке специй, записаться на различные мероприятия музея.
До встречи! Мы будем рады видеть Вас!",You will be introduced to the incredibly diverse world of flavouring spices and kitchen herbs.,,,"11:00 до 21:00 ежедневно
Расписание экскурсий: 11:00, 12:30, 14:30, 16:30, 18:30.
Экскурсии проходят ежедневно, без выходных.",0,,,,
15195,"Музей искусства Санкт-Петербурга XX–XXI веков, Филиал Центрального выставочного зала «Манеж»",Museum of St. Petersburg Art (20th–21st centuries),,Российская Федерация,"190000, Санкт-Петербург, набережная канала Грибоедова, дом 103",,,,,,,,,1.0,,,"312-25-45, 314-98-94",http://www.mispxx-xxi.ru/,misp@mispxx-xxi.ru,"Музей искусства Санкт-Петербурга ХХ-ХХI веков (МИСП) — это хранилище уникальной коллекции, представляющей жемчужину изобразительного искусства города на Неве. В настоящее время собрание насчитывает 3000 ед. хранения. Оно охватывает всю историю развития искусства Петрограда-Ленинграда-Санкт-Петербурга, от авангарда 1920-х гг., соцреализма послевоенного периода, поисков «левого» крыла Союза художников и андеграунда 1960-1970-х гг. до художественных явлений перестройки и постперестроечного времени, включая тренды сегодняшнего дня.","The Museum of St. Petersburg Art (20th–21st centuries) is a depository of a unique collection representing productions of the artists of Russia’s Cultural Capital. At present, the collection has ca. 3,000 items, covering the entire Petrograd-Leningrad-St. Petersburg period in the history of arts. It includes works of different styles and trends, created in the city in the course of two centuries, viz. the Avant-Garde of the 1920s, post-WW-II Socialist Realism, the ‘left wing’ of the Artists’ Union and the Underground of the 1960s–70s, and up to the post-Perestoika period and nowadays.",,,"СР 14:00 — 21:00

ЧТ, ПТ14:00 — 20:00

СБ, ВС 12:00 – 20:00

Выходные дни – ПН, ВТ

Касса закрывается за 20 минут до окончания работы музея.",0,,,,
15384,Музей актеров Самойловых,Samoilov Family Museum,,Российская Федерация,"ул. Стремянная, 8",,,,,,,,,1.0,,,764–11–30,,mussam@mail.ru,"В течение 18 лет (с 1869 по 1887 г.) владельцем дома № 8 на Стремянной улице был знаменитый актер императорского Александринского театра Василий Васильевич Самойлов (1813–1887) — талантливейший представитель актерской династии Самойловых.  Театральный музей заполнил дом предметами актерского быта из своих фондов. Центральная фигура династии и всей экспозиции — В. В. Самойлов. В его кабинете размещены личные вещи, предметы обстановки, частично переданные потомками, мастерски написанные актером живописные полотна. Один из залов посвящен истории актерской семьи Самойловых, большой портретный зал рассказывает об артистическом окружении Самойловых, истории императорских театров Санкт-Петербурга XIX – начала XX столетий. Кроме портретов здесь представлены разнообразные предметы театрального быта, личные вещи блистательных актеров Александринки.","For eighteen years (1869–1887) the second floor of #8 on Stremiannaya Ul. was occupied by the famous actor of Alexandrinsky Theatre Vassily Vassilievich Samoilov (1812–1887). He was the most gifted representative of the Samoilov dynasty, many members of which were well–known theatre people. As a result of thorough restoration and construction work, fulfilled by the joint venture, and due to the scrupulous research, preceding the organization of the museum, the museum with an inimitable atmosphere and a very interesting exhibition appeared. 
Two of the halls are fully devoted to the history of the Samoilov family. Here there are portraits of the three generations of the dynasty, their personal belongings, furniture, paintings, expertly made by V.V.Samoilov himself. A large portrait hall narrates the story of the artistic surrounding of the family, the history of the Imperial Theatres in St.Petersburg of the 19 - early 20th cc. Besides the portraits here there are articles connected with the theatrical life of the 19th century, personal belongings of the brilliant actors of Alexandrinsky Theatre.",,,"по средам с 13.00 до 21.00; с четверга по воскресенье с 11.00 до 19.00    

(Касса закрывается на час раньше)

Выходные: понедельник, вторник

Санитарный день: последняя пятница месяца",0,,,,
